experiment_uid,material,model_uid,seed,fold,avg_rel_err,95-perc_rel_err,99-perc_rel_err,max_rel_err,start_date,end_date
cdb55,B,58e8e00b,0,3,0.010873843517602618,0.025613791936977708,0.040304664373268385,134340.84666645993,2023-12-05 03:12:47,2023-12-08 05:51:15
cdb55,B,c530379f,0,4,0.010873843517602618,0.025613791936977708,0.040304664373268385,134340.84666645993,2023-12-05 03:12:47,2023-12-08 05:51:15
cdb55,B,2a25ba44,0,5,0.010873843517602618,0.025613791936977708,0.040304664373268385,134340.84666645993,2023-12-05 03:12:47,2023-12-08 05:51:15
cdb55,B,749a129a,1,0,0.01244226148590062,0.02852335050613051,0.04727012463689039,144347.59953678958,2023-12-05 10:27:35,2023-12-08 05:51:15
cdb55,B,74912fda,1,1,0.01244226148590062,0.02852335050613051,0.04727012463689039,144347.59953678958,2023-12-05 10:27:35,2023-12-08 05:51:15
cdb55,B,a72e3849,1,2,0.01244226148590062,0.02852335050613051,0.04727012463689039,144347.59953678958,2023-12-05 10:27:35,2023-12-08 05:51:15
cdb55,B,b812f489,1,3,0.01244226148590062,0.02852335050613051,0.04727012463689039,144347.59953678958,2023-12-05 10:27:35,2023-12-08 05:51:15
cdb55,B,188d8a6c,1,4,0.01244226148590062,0.02852335050613051,0.04727012463689039,144347.59953678958,2023-12-05 10:27:35,2023-12-08 05:51:15
cdb55,B,ad0660e5,1,5,0.01244226148590062,0.02852335050613051,0.04727012463689039,144347.59953678958,2023-12-05 10:27:35,2023-12-08 05:51:15
cdb55,B,706901c9,2,0,0.013440054354653404,0.02959713039195857,0.04478214171419661,95369.81149531994,2023-12-05 17:43:53,2023-12-08 05:51:15
cdb55,B,f47f87f1,2,1,0.013440054354653404,0.02959713039195857,0.04478214171419661,95369.81149531994,2023-12-05 17:43:53,2023-12-08 05:51:15
cdb55,B,d46d366c,2,2,0.013440054354653404,0.02959713039195857,0.04478214171419661,95369.81149531994,2023-12-05 17:43:53,2023-12-08 05:51:15
